bibcode,title,first_author,year,pub,doi,abstract,citation_count,epoch_search,is_seed,has_abstract,site_name,best_fit_martian_epoch,analogue_recognition_status,epoch_rationale,ph_range,temperature_profile,mineralogy_and_geochemistry,water_activity_and_aridity,feasibility_score,verbatim_quote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019GPC...172....1F,"['Arctic kelp forests: Diversity, resilience and future']","Filbee-Dexter, Karen",2019,Global and Planetary Change,10.1016/j.gloplacha.2018.09.005,"The Arctic is one of the most rapidly changing places on Earth and it is a sentinel region for understanding the range and magnitude of planetary changes, and their impacts on ecosystems. However, our understanding of arctic coastal ecosystems remains limited, and the impacts of ongoing and future climate change on them are largely unexplored. Kelp forests are the dominant habitat along many rocky Arctic coastlines, providing structure and food for economically and ecologically important species. Here we synthesize existing information on the distribution and diversity of arctic kelp forests and assess how ongoing changes in environmental conditions could impact the extent, productivity, and resilience of these important ecosystems. We identify regions where the range and growth of arctic kelp are likely to undergo rapid short-term increase due to reduced sea ice cover, increased light, and warming. However, we also describe areas where kelps could be negatively impacted by rising freshwater input and coastal erosion due to receding sea ice and melting permafrost. In some regions, arctic kelp forests have undergone sudden regime shifts due to altered ecological interactions or changing environmental conditions. Key knowledge gaps for arctic kelp forests include measures of extent and diversity of kelp communities (especially northern Canada and northeastern Russia), the faunal communities supported by many of these habitats, and the role of arctic kelp forests in structuring nearby pelagic and benthic food webs. Filling in these gaps and strategically prioritizing research in areas of rapid environmental change will enable more effective management of these important habitats, and better predictions of future changes in the coastal ecosystems they support and the services that they provide.",119,amazonian,FALSE,TRUE,Arctic coastal permafrost regions,Amazonian,Implicit,"The abstract discusses Arctic coastal zones undergoing rapid changes, specifically highlighting 'melting permafrost' and 'receding sea ice'. In the Martian Epoch Matrix, permafrost and cryo-environments serve as key terrestrial proxies for the cold, icy, and hyper-arid conditions characteristic of the Amazonian epoch. While the primary focus is on eukaryotic kelp forests, the physical processes of permafrost degradation and cryosphere-hydrosphere interactions provide an implicit proxy for studying subsurface ice stability and meltwater dynamics on late-stage Mars.",Not specified,Not specified (low-temperature Arctic coastal waters and melting permafrost),Not specified,Not specified (marine coastal environment with freshwater input from melting ice),1,"However, we also describe areas where kelps could be negatively impacted by rising freshwater input and coastal erosion due to receding sea ice and melting permafrost.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001Natur.414..603S,"['Physical, chemical and biological processes in Lake Vostok and other Antarctic subglacial lakes']","Siegert, Martin J.",2001,Nature,10.1038/414603a,"Over 70 lakes have now been identified beneath the Antarctic ice sheet. Although water from none of the lakes has been sampled directly, analysis of lake ice frozen (accreted) to the underside of the ice sheet above Lake Vostok, the largest of these lakes, has allowed inferences to be made on lake water chemistry and has revealed small quantities of microbes. These findings suggest that Lake Vostok is an extreme, yet viable, environment for life. All subglacial lakes are subject to high pressure (~350 atmospheres), low temperatures (about -3C) and permanent darkness. Any microbes present must therefore use chemical sources to power biological processes. Importantly, dissolved oxygen is available at least at the lake surface, from equilibration with air hydrates released from melting basal glacier ice. Microbes found in Lake Vostok's accreted ice are relatively modern, but the probability of ancient lake-floor sediments leads to a possibility of a very old biota at the base of subglacial lakes.",119,amazonian,FALSE,TRUE,Lake Vostok and other Antarctic subglacial lakes,Amazonian,Implicit,"Lake Vostok and other Antarctic subglacial lakes represent premier analogues for the Amazonian epoch on Mars, where liquid water is restricted to the deep subsurface or beneath thick ice sheets. The combination of sub-zero temperatures (about -3C), extreme hydrostatic pressure (~350 atmospheres), and complete darkness mirrors the conditions expected in potential modern Martian subglacial aquifers or cryo-environments. The reliance of potential biota on chemical energy sources rather than sunlight in these isolated systems directly informs astrobiological models for life in the modern Martian subsurface.",Not specified,Low temperatures (about -3C),"Air hydrates, dissolved oxygen, lake-floor sediments",Subglacial liquid water under high pressure (~350 atmospheres),4,"All subglacial lakes are subject to high pressure (~350 atmospheres), low temperatures (about -3C) and permanent darkness.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993Natur.362...45K,['231Pa/230Th ratios in sediments as a proxy for past changes in Southern Ocean productivity'],"Kumar, N.",1993,Nature,10.1038/362045a0,"THE biological productivity of the oceans is sensitive to changes in climate, which can affect essential factors such as nutrient and light availability. In turn, ocean productivity may influence climate by regulating the partitioning of carbon dioxide, a greenhouse gas, between the ocean and the atmosphere. Investigators have attempted to link variations in atmospheric CO2 content, recorded in ice cores1,2, to the productivity of the Southern Ocean3-6, but an unambiguous means of assessing past changes in ocean productivity has been lacking. Here we exploit established relationships between 231Pa/230Th ratios and particle flux7-12 to infer, from the analysis of dated sediment cores, variability through time of fluxes of particulate biogenic material exported from surface waters. Records from two cores in the Atlantic sector of the Southern Ocean indicate that ocean productivity during glacial periods was lower than at present south of the Antarctic polar front, and support earlier conclusions13-16 that the zone of maximum productivity migrated northwards during glacial conditions. Although further work at other sites is needed for an assessment of changes in total Antarctic productivity, our technique has the potential to provide this information while avoiding some of the limitations of other productivity proxies.",118,amazonian,FALSE,TRUE,Southern Ocean (Atlantic sector),None,Implicit,"The study investigates marine sediment cores and radionuclide ratios (231Pa/230Th) to reconstruct past biological productivity in the Southern Ocean during glacial periods. Because Mars lacks a history of persistent, open-ocean marine systems with biogenic particle fluxes, and the paper does not investigate terrestrial cryo-environments like permafrost, dry valleys, or subglacial lakes, it does not serve as a suitable analogue for any Martian epoch.",Not specified,Cold marine waters (exact temperatures not specified),"231Pa/230Th ratios, particulate biogenic material",Marine environment (water activity ~1.0),1,Records from two cores in the Atlantic sector of the Southern Ocean indicate that ocean productivity during glacial periods was lower than at present south of the Antarctic polar front,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000OLEB...30..467C,['Ultraviolet Radiation and the Photobiology of Earth's Early Oceans'],"Cockell, Charles S.",2000,Origins of Life and Evolution of the Biosphere,10.1023/A:1006765405786,"During the Archean era (3.9-2.5 Ga ago) the earth was dominated by an oceanic lithosphere. Thus, understanding how life arose and persisted in the Archean oceans constitutes a major challenge in understanding early life on earth. Using a radiative transfer model of the late Archean oceans, the photobiological environment of the photic zone and the surface microlayer is explored at the time before the formation of a significant ozone column. DNA damage rates might have been approximately three orders of magnitude higher in the surface layer of the Archean oceans than on the present-day oceans, but at 30 m depth, damage may have been similar to the surface of the present-day oceans. However at this depth the risk of being transported to surface waters in the mixed layer was high. The mixed layer may have been inhabited by a low diversity UV-resistant biota. But it could have been numerically abundant. Repair capabilities similar to Deinococcus radiodurans would be sufficient to survive in the mixed layer. Diversity may have been greater in the region below the mixed layer and above the light compensation point corresponding to today's `deep chlorophyll maximum'. During much of the Archean the air-water interface was probably an uninhabitable extreme environment for neuston. The habitability of some regions of the photic zone is consistent with the evidence embodied in the geologic record, which suggests an oxygenated upper layer in the Archean oceans. During the early Proterozoic, as ozone concentrations increased to a column abundance above 1 √ó 10^17 cm^-2, UV stress would have been reduced and possibly a greater diversity of organisms could have inhabited the mixed layer. However, nutrient upwelling from newly emergent continental crusts may have been more significant in increasing total planktonic abundance in the open oceans and coastal regions than photobiological factors. The phohobiological environment of the Archean oceans has implications for the potential cross-transfer of life between other water bodies of the early Solar System, possibly on early Mars or the water bodies of a wet, early Venus.",52,implicit,FALSE,TRUE,Archean oceans,Noachian,Explicit,"The Archean oceans (3.9-2.5 Ga) represent a period of sustained liquid water on Earth's surface under a weak ozone layer, experiencing high UV flux. This environmental setting directly mirrors the Noachian epoch of Mars (approx. 4.1 to 3.7 Ga), which was characterized by active surface water bodies (lakes/seas) and high UV radiation due to the lack of a robust ozone shield. The study of photobiology and UV-survival strategies in early Earth's oceans provides a direct analogue for potential Noachian Martian surface habitats.",Not specified,Not specified,"Oxygenated upper layer, ozone column, UV radiation","Sustained liquid water (marine environment, aw ~ 1.0)",4,"The phohobiological environment of the Archean oceans has implications for the potential cross-transfer of life between other water bodies of the early Solar System, possibly on early Mars or the water bodies of a wet, early Venus.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023SBiBi.18409128J,['Life at the extreme: Plant-driven hotspots of soil nutrient cycling in the hyper-arid core of the Atacama Desert'],"Jones, Davey L.",2023,Soil Biology and Biochemistry,10.1016/j.soilbio.2023.109128,"The hyperarid core of the Atacama Desert represents one of the most intense environments on Earth, often being used as an analog for Mars regolith. The area is characterized by extremes in climate (e.g., temperature, humidity, UV irradiation) and edaphic factors (e.g., hyper-salinity, high pH, compaction, high perchlorates, and low moisture, phosphorus and organic matter). However, the halophytic C<SUB >4 plant Distichlis spicata appears to be one of the few species on the planet that can thrive in this environment. Within this habitat it captures windblown sand leading to the formation of unique structures and the generation of above-ground phyllosphere soil. Using a combination of approaches (e.g., X-ray Computed Tomography, TXRF, <SUP >13C/<SUP >15N isotope profiling, microbial PLFAs, <SUP >14C turnover, phosphate sorption isotherms) we examined the factors regulating the biogeochemical cycling of nitrogen (N), phosphorus (P) and carbon (C) in both vegetated and unvegetated areas. Our results showed that D. spicata rhizomes with large aerenchyma were able to break through the highly cemented topsoil layer leading to root proliferation in the underlying soil. The presence of roots increased soil water content, P availability and induced a change in microbial community structure and promoted microbial growth and activity. In contrast, soil in the phyllosphere exhibited almost no biological activity. Organic C stocks and recent C<SUB >4 plant derived input increased as follows: phyllosphere (1941 g C m<SUP >‚-2; 85% recent) ; soils under plants (575‚-748 g C m<SUP >‚-2; 55‚-60%) ; bare soils (491‚-642 g C m<SUP >‚-2; 9‚-17%). Due to the high levels of nitrate in soil (;2 t ha<SUP >‚-1) and high rates of P sorption/precipitation, our data suggest that the microbial activity is both C and P, but not N limited. Root-mediated salt uptake combined with foliar excretion and dispersal of NaCl into the surrounding area indicated that D. spicata was responsible for actively removing ca. 55% of the salt from the rhizosphere. We also demonstrate that NH<SUB >3 emissions may represent a major N loss pathway from these soil ecosystems during the processing of organic N. We attribute this to NH<SUB >3 volatilization to the high pH of the soil and slow rates of nitrification. In conclusion, we demonstrate that the extremophile D. spicata physically, chemically and biologically reengineers the soil to create a highly bioactive hotspot within the climate-extreme of the Atacama Desert.",13,implicit,FALSE,TRUE,Atacama Desert (hyper-arid core),Amazonian,Explicit,"The hyper-arid core of the Atacama Desert serves as an exceptional analogue for the Amazonian epoch of Mars, which is characterized by extreme desiccation, low water activity, and high UV radiation. The presence of high perchlorate concentrations, hyper-salinity, and low moisture levels in the Atacama soils directly mirrors the chemical and physical state of the modern Martian regolith. Additionally, the extreme climate conditions and high UV exposure described in the study represent key environmental stressors of the Amazonian surface.",High pH (exact range not specified),Extreme temperatures (exact range not specified),"Perchlorates, nitrates, NaCl, phosphate","Hyper-arid, low moisture",5,"The hyperarid core of the Atacama Desert represents one of the most intense environments on Earth, often being used as an analog for Mars regolith.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017FrMic...8.2011S,['The Adaptability of Life on Earth and the Diversity of Planetary Habitats'],"Schulze-Makuch, Dirk",2017,Frontiers in Microbiology,10.3389/fmicb.2017.02011,"The evolutionary adaptability of life to extreme environments is astounding given that all life on Earth is based on the same fundamental biochemistry. The range of some physicochemical parameters on Earth exceeds the ability of life to adapt, but stays within the limits of life for other parameters. Certain environmental conditions such as low water availability in hyperarid deserts on Earth seem to be close to the limit of biological activity. A much wider range of environmental parameters is observed on planetary bodies within our Solar System such as Mars or Titan, and presumably even larger outside of our Solar System. Here we review the adaptability of life as we know it, especially regarding temperature, pressure, and water activity. We use then this knowledge to outline the range of possible habitable environments for alien planets and moons and distinguish between a variety of planetary environment types. Some of these types are present in our Solar System, others are hypothetical. Our schematic categorization of alien habitats is limited to life as we know it, particularly regarding to the use of solvent (water) and energy source (light and chemical compounds).",11,implicit,FALSE,TRUE,Earth's hyperarid deserts,Amazonian,Explicit,"The abstract highlights hyperarid deserts on Earth as representing the limits of low water availability for biological activity. This directly mirrors the hyperarid, ultralow water activity conditions characteristic of the Martian Amazonian epoch, where liquid water is extremely scarce and habitability is constrained by desiccation and water activity limits.",Not specified,Not specified,Not specified,Low water availability in hyperarid deserts,3,Certain environmental conditions such as low water availability in hyperarid deserts on Earth seem to be close to the limit of biological activity.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012IJAsB..11...25V,"['Climatological characteristics in the extreme hyper-arid region of Pampas de La Joya, Peru. Astrobiological approach in four years of observation: 2004-2008']","Valdivia-Silva, Julio E.",2012,International Journal of Astrobiology,10.1017/S1473550411000292,"This study reports the environmental conditions of temperature, moisture and radiation for four years (May 2004 to July 2008) in the area known as Pampas de La Joya in southern Peru, which recently has been considered as a new Mars analogue. The period of evaluation includes the El Ni√±o Southern Oscillation (ENSO) during the months of September 2006 to March 2007, which, despite not having catastrophic effects like its predecessor on 1997-1998, showed an interesting increase in humidity. Our data describe the extreme conditions present in the region and their relationship with the presence of potential habitats that could allow for the survival of micro-organisms. The average environmental temperature was 18.9C, with a maximum of 35.9C and a minimum of -4.5C. The annual average incident solar radiation was 508 W m-2, with high near 1060 W m-2 at noon during the driest period between September and March. The average relative humidity (RH) was 29.5, 20.1 and 20.4% for air, soil and rock, respectively. The RH had higher values at night due to fog during the months of June and August, and during the early morning between December and March. During the months of ENSO event there were four episodes of precipitation (1.1, 1.5, 2.0 and 0.9 mm), of which three increased soil and rock moisture on an average more than 45% and persisted for over 15 days after precipitation, while the atmospheric environment had no significant variations. Finally, quartz rocks and evaporite minerals colonized with micro-organisms were found as the only micro-habitats, in this region, capable of supporting life in this extreme environment.",9,implicit,FALSE,TRUE,"Pampas de La Joya, Peru",Amazonian,Explicit,"The Pampas de La Joya region in Peru represents an extreme hyper-arid environment characterized by exceptionally low relative humidity (averaging approximately 20% in soil and rock) and high solar radiation, which closely mirrors the hyper-arid, desiccated conditions of the Amazonian epoch on Mars. The presence of quartz rocks and evaporite minerals as the sole micro-habitats for microbial colonization further aligns with the late-stage Martian surface where liquid water is highly restricted and life, if present, would be confined to specialized lithic niches. Occasional transient moisture events (like those triggered by ENSO) mimic potential localized, metastable water activity on modern Mars.",Not specified,"Average environmental temperature of 18.9°C, with a maximum of 35.9°C and a minimum of -4.5°C.",Quartz rocks and evaporite minerals.,"Extreme hyper-arid region. Average relative humidity (RH) of 29.5% for air, 20.1% for soil, and 20.4% for rock. Transient precipitation events of 0.9 to 2.0 mm.",5,"This study reports the environmental conditions of temperature, moisture and radiation for four years (May 2004 to July 2008) in the area known as Pampas de La Joya in southern Peru, which recently has been considered as a new Mars analogue.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013IJAsB..12..304F,['Nutrient and population dynamics in a subglacial reservoir: a simulation case study of the Blood Falls ecosystem with implications for astrobiology'],"Fisher, Thomson Mason",2013,International Journal of Astrobiology,10.1017/S147355041300013X,"Subglacial ecosystems have recently become of interest within the astrobiological community, as they represent a potentially habitable location in otherwise uninhabitable environments. We used data from Blood Falls, particularly the periodic discharge from the subglacial reservoir beneath Taylor Glacier, Antarctica, to construct an ecosystem model of the putative subglacial microbial community residing there using system dynamics modelling. The model results were, for the most part, within an order of magnitude of the geochemical field data. Productivity was quite low, at 6.4√ó10-5 g carbon l-1 yr-1. Based on the results, we draw the following conjectures for the search for life on Mars: A similar ecosystem would require a continual supply of oxidized iron for energy and generate significant amounts of reduced iron as a waste product, be relatively resilient to temporary disturbances, and, thermodynamically, would require at least 0.003 kJ mol l-1 of energy to survive at that level of productivity. These results may help to better identify the constraints and boundaries of ecosystems in extreme environments, on Earth and other planetary bodies.",6,implicit,FALSE,TRUE,"Blood Falls (Taylor Glacier, Antarctica)",Amazonian,Explicit,"Blood Falls represents a subglacial, hypersaline, cryo-environment beneath the Taylor Glacier in Antarctica. This environment serves as an analogue for the Amazonian epoch of Mars, which is characterized by hyperarid, cold, cryo-environments, permafrost, and subsurface metastable brines. The presence of a subglacial reservoir with active iron redox cycling under ice sheets mirrors potential modern (Amazonian) Martian habitats where liquid water is restricted to the subsurface as cryopegs or subglacial brines.",Not specified,Subglacial cryo-environment (sub-zero temperatures),"Oxidized iron, reduced iron","Subglacial reservoir, liquid water beneath glacier",4,"Based on the results, we draw the following conjectures for the search for life on Mars: A similar ecosystem would require a continual supply of oxidized iron for energy and generate significant amounts of reduced iron as a waste product, be relatively resilient to temporary disturbances, and, thermodynamically, would require at least 0.003 kJ mol l-1 of energy to survive at that level of productivity.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023Biofi...500109M,['Migration of surface-associated microbial communities in spaceflight habitats'],"Marra, Daniele",2023,Biofilm,10.1016/j.bioflm.2023.100109,"Astronauts are spending longer periods locked up in ships or stations for scientific and exploration spatial missions. The International Space Station (ISS) has been inhabited continuously for more than 20 years and the duration of space stays by crews could lengthen with the objectives of human presence on the moon and Mars. If the environment of these space habitats is designed for the comfort of astronauts, it is also conducive to other forms of life such as embarked microorganisms. The latter, most often associated with surfaces in the form of biofilm, have been implicated in significant degradation of the functionality of pieces of equipment in space habitats. The most recent research suggests that microgravity could increase the persistence, resistance and virulence of pathogenic microorganisms detected in these communities, endangering the health of astronauts and potentially jeopardizing long-duration manned missions. In this review, we describe the mechanisms and dynamics of installation and propagation of these microbial communities associated with surfaces (spatial migration), as well as long-term processes of adaptation and evolution in these extreme environments (phenotypic and genetic migration), with special reference to human health. We also discuss the means of control envisaged to allow a lasting cohabitation between these vibrant microscopic passengers and the astronauts.¬© 2023 The Author(s).",5,implicit,FALSE,TRUE,International Space Station (ISS),None,Explicit,"The paper investigates microbial communities and biofilms within the artificial environment of the International Space Station (ISS) rather than a terrestrial geological site. Consequently, it does not map to the Noachian, Hesperian, or Amazonian geochemical epochs of Mars. Its relevance is limited to spacecraft habitability, forward contamination, and astronaut health during future crewed missions to Mars.",Not specified,Not specified,Not specified,Not specified,1,The International Space Station (ISS) has been inhabited continuously for more than 20 years and the duration of space stays by crews could lengthen with the objectives of human presence on the moon and Mars.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022EPSC...16.1125C,"['Stromatolites from extreme environment as tools for astrobiological exploration, study case of Lake Ashenge, East African Rift system']","Cardoso Dorneles, Victor Amir",2022,European Planetary Science Congress,10.5194/epsc2022-1125,"Stromatolites are ideal ecosystems of microbe-sediment synergy and, therefore, represent a fundamental resource for the recognition of biosignatures and investigation of astrobiological targets with regard to environment and life interactions. Even though they are one of the oldest records of life on Earth, at present, modern occurrences of stromatolites are restricted to extreme environments, such as hypersaline lakes. This work aims to characterize stromatolite features that can be used as biosignatures, seeking to understand their morphogenetic and preservation processes. Samples were collected in Lake Ashenge, a hyperalkaline high-altitude lake located in the Tigray Region of Ethiopia.Two distinct microfacies were observed in the Lake Ashenge stromatolites: a) columnar stromatolites; and b) bulbous stromatolites. Both microfacies feature of slightly laminated microfabric composed of intercalated thicker layers of microsparite and thinner layers of calcite micrite within which exceptionally well-preserved microbial fossils including filamentous and coccoidal cyanobacteria-dominated colonies were recognized. Columnar stromatolite layers show mostly parallel or interlaced vertical arrangements of filamentous microbes which suggest different directions of water flow, demonstrating that the spatial arrangements of microbes reflect the dynamics of the environment. Bulbous structures are composed either of colonies of shrub-like filaments along their entire length and height grading into a vertical parallel arrangement at the top. This type of arrangement suggests self-sustainability of the microbial community, improving the resistance of the structures, in order to endure physical processes in the environment such as currents and wave action or predation. All samples show extracellular polymeric substances (EPS) produced by microbes normally associated with filamentous microbes. In this context, EPS may serve to support and stabilise the biofilm and contribute to the formation of columnar and bulbous structures.Mars 2020 Perseverance rover recorded carbonate occurrences in Martian paleoenvironments from Jezero Crater which have been compared with microbialites and tufas with the potential to preserve biosignatures similar to those found in Lake Ashenge samples. Therefore, although stromatolite morphology itself configures a macroscopic biosignature which may be detected in Mars rover images, the two scales of observation (millimetres- centimetres vs micrometric) identified biosignatures in the stromatolites of Lake Ashenge could also reflect different conditions of the dynamic environment during their development. In this regard, Lake Ashenge illustrates an important modern environment for astrobiological studies and has potential analogy to ancient lacustrine environments on Mars.",0,implicit,FALSE,TRUE,Lake Ashenge,Noachian,Explicit,"Lake Ashenge represents a hyperalkaline, high-altitude lacustrine system characterized by carbonate precipitation (calcite micrite and microsparite) and stromatolite development. This environment directly mirrors the neutral-to-alkaline, water-rich conditions of Noachian Mars, specifically resembling the ancient lacustrine settings of Jezero Crater where the Perseverance rover has documented carbonate occurrences. The presence of sustained water activity and alkaline geochemistry provides an excellent analogue for studying the preservation of potential Noachian biosignatures.",Hyperalkaline,Not specified,"Calcite micrite, microsparite, carbonates","Hypersaline lake, sustained lacustrine water activity",5,Mars 2020 Perseverance rover recorded carbonate occurrences in Martian paleoenvironments from Jezero Crater which have been compared with microbialites and tufas with the potential to preserve biosignatures similar to those found in Lake Ashenge samples.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018hw...prop...34P,['Habitability of saponite-rich hydrothermal systems of early Mars.'],"Price, Roy",2018,NASA Proposal ID. 18-HW18_2-0034,,"Of all the potential sites in the solar system that may harbor life, those with hydrothermal vents have perhaps the greatest potential for creating environments conducive for life's origin and continued habitability. Energy production and availability is key: The disequilibria generated during water-rock reactions and the mixing of vent fluids with the overlying water column provides an energy-rich environment for chemosynthetic life to thrive. Studies of different types of hydrothermal vents on Earth have revolutionized our understanding of how life on Earth might have emerged, and how and where life might exist. But, modern Earth analogs for ancient Mars systems are uncommon. <P />Iceland rocks are similar to those found on Mars, and many authors have compared Iceland hydrothermal vents with putative vents thought to have once existed on early Mars. Environments where Iceland's iron-rich rocks are being altered by hot springs were suggested to reflect conditions on Mars more than three billion years ago. This makes Iceland a valuable analog site for upcoming missions to Mars, including that of the Mars 2020 rover. Set to launch in 2020, this mission will, among other things, search for evidence of extraterrestrial life, and will target environments that were similar to those found in Iceland. <P />Our target analog site, the Strytan Hydrothermal Field (SHF), is an exceptional terrestrial analog for past hydrothermal systems on Mars because of its basaltic setting and associated water-rock chemistry. The SHF is one of the only places on Earth where massive, hydrothermal saponite is being deposited in an anoxic, alkaline environment, making it an ideal locality for investigating the habitability of similar clay-rich deposits on Mars. Our overarching goal for this proposed work is to evaluate how, and to what extent, energy generated by ancient, saponite-rich, alkaline hydrothermal settings on Mars could have supported biological processes. Our focused objectives are to: 1) model the bioenergetics of SHF and compare to similar putative habitable sites on early Mars; 2) evaluate the electrical energy generated by Strytan vents and laboratory simulated vents that could support habitability via direct electron transfer from precipitates; 3) evaluate the amount of trapped organic matter in natural and synthetically generated laboratory vent precipitates and relate the results to the energy available for heterotrophic metabolisms. <P />The information gained by this project can be applied directly to the primary goals of the Habitable Worlds program: 1) to search for contemporary habitable environments relevant to exploring the possibility of extant life beyond Earth, and 2) to contribute to our understanding of the characteristics and the distribution of potentially habitable environments in the Solar System and beyond. It will use field experiments that improve scientific understanding of how in situ measurements at analog sites can or will improve our understanding of the potential for the environment to support life'; it will investigate sources of energy for life, using Mars as a target body'; and it will evaluate the astrobiological potential of past or present environments on or in the Martian surface or subsurface.' The proposed work is not relevant to Exobiology because it is not an evaluation of biosignatures' and does not evaluate phylogeny, physiology, or adaptations of extant terrestrial organisms to extreme environments', or PSTAR, as it is not designed to develop technical or scientific basis to conduct planetary research'. <P />We will use knowledge gained from characterizing diverse hydrothermal vent systems in Iceland as a guide for determining the processes and conditions that create and maintain habitable environments in hydrothermal systems broadly. This will provide significant insights into understanding the habitability of ancient hydrothermal systems on Mars.",0,implicit,FALSE,TRUE,"Strytan Hydrothermal Field (SHF), Iceland",Noachian,Explicit,"The Strytan Hydrothermal Field serves as an analogue for the Noachian epoch due to its alkaline, anoxic hydrothermal conditions hosted within a basaltic geological setting. This environment facilitates the deposition of saponite, a magnesium-rich smectite clay, which directly mirrors the widespread phyllosilicate-rich terrains formed on early Mars over three billion years ago. The sustained water activity, hydrothermal circulation, and water-rock reactions in an anoxic setting represent the classic neutral-to-alkaline aqueous environments characteristic of the Noachian.",Alkaline,Hydrothermal / hot springs,"Saponite (smectite clay), basalt, iron-rich rocks",Sustained water activity (hydrothermal vent fluids and water-rock mixing),5,"The SHF is one of the only places on Earth where massive, hydrothermal saponite is being deposited in an anoxic, alkaline environment, making it an ideal locality for investigating the habitability of similar clay-rich deposits on Mars.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020AGUFMEP017..06S,['Weathering Processes in Antarctica as an Analog for Planetary Systems'],"Sletten, R. S.",2020,AGU Fall Meeting Abstracts,,"Ongoing weathering in Antarctica and Mars is believed to be driven dominantly by physical processes. Our recent studies in the McMurdo Dry Valleys (MDV) indicate that both physical and chemical processes are actively occurring. Specifically, ground ice has been sublimating and chemical weathering has been happening for several million years in ice-rich permafrost. These findings are in contrast with previous paradigms that argue the MDV have been stagnant since the Miocene. <P />We have provided updated models of sublimation calibrated for temperature and humidity by a decade of climate data, and extended back for 200 ka based on stable water isotopes in a core from Taylor Glacier. Our modeling reveals that there is a net mass loss of ground ice each year, yet it is slow enough that it has survived several Ma. Ground ice is pertinent because it is a reservoir of water, and it drives periglacial process that alters the landscape. This stability has implications in landscape development as well as planetary water reservoirs. <P />Chemically, permafrost is generally considered to be inert, and weathering products observed in permafrost (salts, carbonates, phyllosilicates, and other minerals) are thought to be inherited; however, we recently found that silicate minerals weather in ice-rich permafrost. In the top 7-m of a 30-m permafrost core from Beacon Valley, MDV, over 50% of the water-extractable Mg has weathered out of dolerite clasts within the permafrost, based on Mg isotopes. This weathering process occurs as ions concentrate in water films, which lead to freezing point depression. Similarly, biological activity, in the form of biocrusts, thrives in brine-rich waters that have lowered freezing points but maintain ephemeral, habitable water activities. We also have detected phyllosilicates in the Beacon core and other Antarctic soils that appear to have formed in situ. <P />Collectively, these studies highlight the importance of salts to depress freezing points in ice-rich permafrost and, thereby, provide water in these otherwise arid and frigid environments, which may support life and promote chemical weathering. Salts are pervasive in these extreme environments, and the lessons that we learn from Antarctica are relevant for planetary systems, especially Mars.",0,implicit,FALSE,TRUE,"McMurdo Dry Valleys (MDV), including Beacon Valley and Taylor Glacier, Antarctica",Amazonian,Explicit,"The McMurdo Dry Valleys represent a hyper-arid, frigid cryo-environment characterized by ice-rich permafrost, ground ice sublimation, and extremely low water activity. This environment serves as a high-fidelity analogue for the Amazonian epoch of Mars, where liquid water is unstable on the surface and chemical weathering is restricted to ephemeral, thin films of highly concentrated brines that experience freezing point depression.",Not specified,"Frigid, sub-zero temperatures supporting stable ground ice and permafrost, with localized freezing point depression in brines","Salts, carbonates, phyllosilicates, silicate minerals, and dolerite clasts undergoing magnesium weathering","Hyper-arid and frigid; ephemeral, habitable water activities restricted to thin water films and brine-rich waters",5,"Collectively, these studies highlight the importance of salts to depress freezing points in ice-rich permafrost and, thereby, provide water in these otherwise arid and frigid environments, which may support life and promote chemical weathering.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
