bibcode,abstract,author,doi,pub,pubdate,title,year,citation_count,epoch_search,first_author
2014EGUGA..1610471W,"We examine here the definition of habitability from the point of view of primitive, anaerobic microorganisms noting that the conditions of habitability are different for the appearance of life, for established life, and for life in dormant mode [1]. Habitability in this sense is clearly distinguished from the 'prebiotic world' that precedes the appearance of life. The differences in the conditions of habitability necessary for life to appear, for life to flourish and for dormant life entrain differences in spatial and temporal scales of habitability. For the origin of life, the ingredients carbon molecules, water, nutrients and energy need to be present on time scales applicable for the origin of life (105 to a few 106 y ?), necessitating the spatial scales of a minimum of ~100 km. Established life can take advantage of short-lived habitats (hours, days) to much longer lived ones on spatial scales of 100s μm to cm-m, whereas dormant life can survive (but not metabolise) in extreme environments for very long periods (perhaps up to millions of years) at microbial spatial scales (100s μm - mms). Thus, it is not necessary for the whole of a planet of satellite to be habitable. But the degree of continued habitability will have a strong influence on the possibility of organisms to evolve. For a planet such as Mars, for instance, microbial habitability was (perhaps still is) at different times and in different places. Habitable conditions conducive to the appearance of life, established life and possibly even dormant life could co-exist at different locations. Reference: [1] F. Westall, D. Loizeau, F. Foucher, N. Bost, M. Bertrand, J. Vago, &amp; G. Kminek, Astrobiology 13:9, 887-897 (2013).","['Westall, Frances', 'Loizeau, Damien', 'Foucher, Frédéric', 'Bost, Nicolas', 'Bertrand, Marylène', 'Vago, Jorge', 'Kminek, Gerhard']",,EGU General Assembly Conference Abstracts,2014-05-00,['Habitability from a microbial point of view'],2014,0,implicit,"Westall, Frances"
2022EPSC...16.1125C,"Stromatolites are ideal ecosystems of microbe-sediment synergy and, therefore, represent a fundamental resource for the recognition of biosignatures and investigation of astrobiological targets with regard to environment and life interactions. Even though they are one of the oldest records of life on Earth, at present, modern occurrences of stromatolites are restricted to extreme environments, such as hypersaline lakes. This work aims to characterize stromatolite features that can be used as biosignatures, seeking to understand their morphogenetic and preservation processes. Samples were collected in Lake Ashenge, a hyperalkaline high-altitude lake located in the Tigray Region of Ethiopia.Two distinct microfacies were observed in the Lake Ashenge stromatolites: a) columnar stromatolites; and b) bulbous stromatolites. Both microfacies feature of slightly laminated microfabric composed of intercalated thicker layers of microsparite and thinner layers of calcite micrite within which exceptionally well-preserved microbial fossils including filamentous and coccoidal cyanobacteria-dominated colonies were recognized. Columnar stromatolite layers show mostly parallel or interlaced vertical arrangements of filamentous microbes which suggest different directions of water flow, demonstrating that the spatial arrangements of microbes reflect the dynamics of the environment. Bulbous structures are composed either of colonies of shrub-like filaments along their entire length and height grading into a vertical parallel arrangement at the top. This type of arrangement suggests self-sustainability of the microbial community, improving the resistance of the structures, in order to endure physical processes in the environment such as currents and wave action or predation. All samples show extracellular polymeric substances (EPS) produced by microbes normally associated with filamentous microbes. In this context, EPS may serve to support and stabilise the biofilm and contribute to the formation of columnar and bulbous structures.Mars 2020 Perseverance rover recorded carbonate occurrences in Martian paleoenvironments from Jezero Crater which have been compared with microbialites and tufas with the potential to preserve biosignatures similar to those found in Lake Ashenge samples. Therefore, although stromatolite morphology itself configures a macroscopic biosignature which may be detected in Mars rover images, the two scales of observation (millimetres- centimetres vs micrometric) identified biosignatures in the stromatolites of Lake Ashenge could also reflect different conditions of the dynamic environment during their development. In this regard, Lake Ashenge illustrates an important modern environment for astrobiological studies and has potential analogy to ancient lacustrine environments on Mars.","['Cardoso Dorneles, Victor Amir', 'Hickman-Lewis, Keyron', 'Haileselasie, Tsegazeab', 'Cavalazzi, Barbara']",10.5194/epsc2022-1125,European Planetary Science Congress,2022-09-00,"['Stromatolites from extreme environment as tools for astrobiological exploration, study case of Lake Ashenge, East African Rift system']",2022,0,implicit,"Cardoso Dorneles, Victor Amir"
2021nsf....2051007R,"This project is a renewal of a REU Site at the SETI Institute (SI) with a focus on astronomy and planetary science, with a connecting theme of astrobiology. Ten student participants per year will be paired with SI scientists to conduct research at both SI and at the nearby NASA Ames Research Center. The undergraduate students will perform detailed research into a variety of topics, including exoplanets, asteroids, comet and meteors, Mars surface science, Saturn's rings, the outer Solar system, and astrobiology. In addition, all participants will spend a week learning about radio astronomy at the Allen Telescope Array, studying an extremophile research site at nearby Lassen Volcanic National Park, and studying habitability and life detection at coastal field sites. <P />By offering high-quality research experiences to students at a critical stage of undergraduate education, the REU Site will contribute to increasing the nationwide pool of scientists and engineers. Participants will develop the research methods and analytical skills (mathematical, computational, and logical) necessary to process data, understand primary research, and to remain current with new developments in the field. The REU Site also has an active and highly developed plan to recruit underrepresented minorities into its program, which will expand STEM training opportunities to these groups. <P />This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria. <P />Project Outcomes: During this summer internship, students participate in 5 major components: 1. SETI Institute (SI) scientists mentor students as they conduct individual research projects. 2. The SI scientists present a coordinated set of presentations that introduce the REU students to the breadth of astronomy research, and particularly to the research we do here at SI. Students learn about graduate opportunities in astrobiology, planetary science, and other fields. 3. Student interns participate in the weekly astrobiology ""journal club"" discussion to learn literature research skills and practice presentation and public speaking skills. 4. Students participate in educational, social and cultural activities via research-related field trips. These trips provide an opportunity for student bonding, and interaction in a setting outside the research environment. The entire REU group spends a week learning about radio astronomy at the Allen Telescope Array, and studying an extremophile research site at nearby Lassen Volcanic National Park. Other local field trips are also included. 5. During the final week, students present their research results to both SI scientists and to the public via SI's weekly public colloquium series, and some students present subsequently at professional scientific conferences or co-author journal articles. 13 students participated in the 2021 summer REU program, 15 in the 2022 program, 13 in the 2023 program, and 11 in the 2024 program. In each year, the students took part in a 10-week summer internship in which they participated in a research project, field trips, professional development workshops, and presented the results of their work at the end of the summer. All students successfully completed the program and some presented their results at professional conferences (photos have been uploaded with this report). Other students took part in highly specialized professional workshops or were co-authors on refereed journal articles. The Cal-Bridge students also presented their projects at a research symposium at Cal Poly Pomona. Although our students sometimes publish peer-reviewed papers, our program emphasizes conference attendance as the most commonly effective and accessible means to cement the benefits of the summer research experience on the student's career. Last Modified: 12/16/2024 Submitted by: MatthewSTiscareno","['Tiscareno, Matthew S', 'Rudolph, Alexander L']",,NSF Award,2021-03-00,"['REU Site: Life in the Universe - Astronomy, Astrobiology, and Planetary Science at the SETI Institute']",2021,0,implicit,"Tiscareno, Matthew S"
2024absc.conf00495C,"Lipids are key biomolecules used to identify and characterize life in extreme environments. The extraction of lipids from environmental samples is critical to the search for life on Mars because of their resistance to typical degradation processes and long-term stability in the geologic record. However, for environmental samples that exhibit extremely lean biomass, most techniques approach the limit of detection in laboratory procedures for lipid analysis. This makes it difficult to identify and analyze these important life detection molecules. To address this issue, we developed a modified Bligh and Dyer lipid extraction protocol to increase the signal from large volumes of lean biomass environmental samples without greatly increasing background from impurities in solvent. Our test of a modified method involved performing a serial lipid extraction on one thousand grams of soil from the Atacama Desert. The soil samples were aliquoted into ten unique one-hundred-gram samples and extracted sequentially using the same solution to produce a single dilute total lipid extraction product. The lipid analysis results of this modified method showed a ten-fold increase in unique lipid signals when compared to the results of lipid extractions done on smaller sample sizes of similar soils.","['Cook, Ellen', 'Wilhelm, Mary Beth']",,The Astrobiology Science Conference (AbSciCon) 2024,2024-05-00,['Kilo-Lipid Extraction: A Modified Bligh &amp; Dyer Method for Extracting Lipids from Extremely Lean Environmental Biomass Samples'],2024,0,implicit,"Cook, Ellen"
2018hw...prop...34P,"Of all the potential sites in the solar system that may harbor life, those with hydrothermal vents have perhaps the greatest potential for creating environments conducive for life's origin and continued habitability. Energy production and availability is key: The disequilibria generated during water-rock reactions and the mixing of vent fluids with the overlying water column provides an energy-rich environment for chemosynthetic life to thrive. Studies of different types of hydrothermal vents on Earth have revolutionized our understanding of how life on Earth might have emerged, and how and where life might exist. But, modern Earth analogs for ancient Mars systems are uncommon. <P />Iceland rocks are similar to those found on Mars, and many authors have compared Iceland hydrothermal vents with putative vents thought to have once existed on early Mars. Environments where Iceland's iron-rich rocks are being altered by hot springs were suggested to reflect conditions on Mars more than three billion years ago. This makes Iceland a valuable analog site for upcoming missions to Mars, including that of the Mars 2020 rover. Set to launch in 2020, this mission will, among other things, search for evidence of extraterrestrial life, and will target environments that were similar to those found in Iceland. <P />Our target analog site, the Strytan Hydrothermal Field (SHF), is an exceptional terrestrial analog for past hydrothermal systems on Mars because of its basaltic setting and associated water-rock chemistry. The SHF is one of the only places on Earth where massive, hydrothermal saponite is being deposited in an anoxic, alkaline environment, making it an ideal locality for investigating the habitability of similar clay-rich deposits on Mars. Our overarching goal for this proposed work is to evaluate how, and to what extent, energy generated by ancient, saponite-rich, alkaline hydrothermal settings on Mars could have supported biological processes. Our focused objectives are to: 1) model the bioenergetics of SHF and compare to similar putative habitable sites on early Mars; 2) evaluate the electrical energy generated by Strytan vents and laboratory simulated vents that could support habitability via direct electron transfer from precipitates; 3) evaluate the amount of trapped organic matter in natural and synthetically generated laboratory vent precipitates and relate the results to the energy available for heterotrophic metabolisms. <P />The information gained by this project can be applied directly to the primary goals of the Habitable Worlds program: 1) to search for contemporary habitable environments relevant to exploring the possibility of extant life beyond Earth, and 2) to contribute to our understanding of the characteristics and the distribution of potentially habitable environments in the Solar System and beyond. It will use field experiments that improve scientific understanding of how in situ measurements at analog sites can or will improve our understanding of the potential for the environment to support life""; it will investigate sources of energy for life, using Mars as a target body""; and it will evaluate the astrobiological potential of past or present environments on or in the Martian surface or subsurface."" The proposed work is not relevant to Exobiology because it is not an evaluation of biosignatures"" and does not evaluate phylogeny, physiology, or adaptations of extant terrestrial organisms to extreme environments"", or PSTAR, as it is not designed to develop technical or scientific basis to conduct planetary research"". <P />We will use knowledge gained from characterizing diverse hydrothermal vent systems in Iceland as a guide for determining the processes and conditions that create and maintain habitable environments in hydrothermal systems broadly. This will provide significant insights into understanding the habitability of ancient hydrothermal systems on Mars.","['Price, Roy']",,NASA Proposal ID. 18-HW18_2-0034,2018-00-00,['Habitability of saponite-rich hydrothermal systems of early Mars.'],2018,0,implicit,"Price, Roy"
2002cosp...34E3229D,"As a consequence of the symbiotic state of lichens both the bionts are able to colonize habitats where the separate bionts would not be able to survive. The symbiosis of lichens reflects a high degree of complexity and plasticity. The combination of the different bionts enables these organisms to colonize most extreme habitats worldwide from the Arctic and Alpine zones to the Antarctic. Besides the already well investigated microorganisms lichens are good model -systems to examine adaptation strategies to most extreme environments. Because of the symbiotic nature of the lichens a 3-component -system can be used for investigations: the mycobiont (fungi), the photobiont (algae) and the lichen itself. Our investigations are based on such a system related to simulated extreme conditions. The influence of different doses of UV A, B, C (&gt;200nm) on the vitality of fungal (mycobiont) fruiting bodys and their spores and the germination process has been investigated. The spores are cultivated on a variety of different substrates, especially on a Martian Regolith Simulant JSC - 1-A g a r- Extract for testing the influence of the UV radiation related to the dependency of different soil-substrate-extracts. The influence of vacuum conditions has been investigated. The aim of this research is to test the reaction of a symbiotic organism complex and its respective bionts to highly extreme space conditions looking forward to a possibly survival strategy of lichenized associations in space; probably supporting the theory of Panspermia. For the interpretation of results especially refering to the vitality potential of the photobionts in damaged and healthy lichens the method of modern confocal lasermicroscopy (CLSM) - a novel method in lichenology is presented.","['de Vera, J.', 'Horneck, G.', 'Rettberg, P.', 'Ott, S.']",,34th COSPAR Scientific Assembly,2002-00-00,['Lichens as a Model-System for Symbiotic Organisms under Simulated Extreme Space Conditions'],2002,0,implicit,"de Vera, J."
2021exo..prop...12A,"Motivation:This proposal is motivated by the need to develop reliable indicators for the origins of methane that may be used on Mars and eventually other solar system bodies, including Enceladus and Titan. Methane forms by a variety of mechanisms, including microbially. Understanding the contributions of biogenic and abiotic processes to the methane cycle is therefore central to ultimately developing methane as a potential biosignature. Earth is the laboratory for honing our understanding of how a new method, rare isotopologues, can be used to determine methane's origins. In the Guaymas Basin, Gulf of California, basaltic sill emplacement in organic-rich sediment provides an opportunity to study the origins of methane in a setting relevant to planetary science. Here, potential sources of microbial, thermogenic and abiotic methane may co-exist, and the resulting subseafloor methane reservoir may in turn be consumed by anaerobic microbial methane oxidizers. International Ocean Discovery Program (IODP) Exp. 385 recently found steeply increasing methane concentrations in deep, hot sediments towards basaltic sills. Integrated methane biogeochemistry and molecular biology can decode how methanogenic microbes, thermogenesis and abiogenesis interact in this extreme subsurface environment. <P />Objectives:We seek to understand how methane is created and consumed in the Guaymas Basin subsurface by examining methane isotopologue geochemistry in the context of methane-cycling microbes, thermal and abiotic methane-genesis processes. Methane created by axenic cultures in lab experiments has a unique, disequilibrium isotopologue composition, while microbial methane from low-energy environments like the subseafloor tends to have an isotopologue distribution that approaches equilibrium with environmental conditions ─ potentially due to the anaerobic microbial oxidation of methane or slow rates of methanogenesis. Each of these microbial isotopologue signatures are unique compared to both thermogenic methane (equilibrated at gas window temperatures i.e. 150-250°C) and abiotic methane (reflective of high temperatures/kinetic processes). We aim to provide new insights into how abiotic and biological methane production contributes to methane cycling in this dynamic subsurface environment. <P />Methods:To achieve this, we will use biogeochemical and molecular techniques on samples in hand from two sites: IODP Site U1547 where sill intrusion occurs at ~130 meters below seafloor (mbsf) and U1546, where sill intrusion occurs ~350 mbsf. Thermal gradients at each site cross the threshold of &gt;80°C where thermophilic methanogens may be active, but not methane oxidizers. To determine methane sources and sinks, we will determine the isotopologue composition of subseafloor methane gas and examine adjacent samples for methanogenic and methane-oxidizing archaea by sequencing the key gene, methyl conzyme M Reductase (mcrA) including newly discovered thermophilic mcrA lineages. DNA yield permitting, we will perform metagenomic reconstruction of genomes from methane- and alkane-cycling archaea. Isotopologues (informed by microbiology) will be used to create mixing models to distinguish contributions of microbial methanogenesis, thermogenesis, abiogenesis and oxidation to Guaymas Basin subseafloor methane cycling. <P />Relevance:This work is relevant to the NASA Astrobiology Strategy and Exobiology because 1) we will determine formation/consumption pathways of methane, a key organic molecule with both microbial and abiotic sources, in extreme hydrothermal subsurface habitats analogous to early-earth or subsurface environments on ocean worlds; 2) we will test the utility of methane isotopologues as biosignatures against microbial sequence indicators, and 3) we will characterize the gene-based phylogenetic and physiological diversity of extant Guaymas Basin methanogens and methanotrophs, whose extremophile characteristics may reflect the nature of primitive environments.","['Ash, Jeanine']",,NASA Proposal ID. 21-EXO21-0012,2021-00-00,['Linking methane biogeochemistry to microbial biosignatures in the Guaymas Basin'],2021,0,implicit,"Ash, Jeanine"
2019AGUFM.P51D3400A,"Future planetary science missions will focus on looking for evidence of past or present life in extreme environments. In addition to biosignatures on a global scale such cold arid planets (Mars) and icy worlds (Europa), localized geochemical systems that host gradients are also of great interest for determining the potential for life to thrive or to originate in these environments. A challenge in characterizing such redox sensitive geochemical systems is that they evolve over a relatively short lifetime (1-4 hrs) necessitating viable in-situ, non-destructive analytical techniques. Promising techniques for such studies are electrochemical methods, which are particularly suited for characterizing interfaces and chemical gradients. Given recent advancements in mobility systems (i.e., landers, large/small rovers, stationary probes, etc.), in-situ electrochemical-based instrumentations provide one of the most effective means of scientific analysis (i.e., interfacial adsorption, redox, transport dynamics, etc.) at a localized scale. <P />JPL has already made significant progress in developing these new technologies, particularly electrochemical impedance spectroscopies (EIS) for in-situ characterization of geochemical materials (i.e., soils ice mineralogy, and brines) and even life detection sensoring. We will present data showing the capability of using EIS in planetary regoliths under lunar and martian environmental conditions.","['Anderson, R. C.', 'Peters, G. H.', 'Schoelen, D.', 'Chin, K. B.']",,AGU Fall Meeting Abstracts,2019-12-00,['Electrochemical Characterization of Planetary Regoliths Using in-situ Electrical Spectroscopy'],2019,0,implicit,"Anderson, R. C."
2006cosp...36.1697R,The early histories of Mars and Earth show similarities during the period when life emerged on Earth Thus a comparable early biological evolution might have taken place also on Mars Several ongoing international space missions are especially designed to search for past or present life on Mars In order to develop adequate instruments and methods for in situ life detection analysis and to avoid the contamination of Mars by terrestrial life forms introduced to it s surface unintentionally it is necessary to understand the potential and limits of life on Earth The determination of the survival of microorganisms under the physical and chemical extremes of Mars will provide detailed insights into the potential for contamination that will allow the development and improvement of planetary protection measures Our knowledge about the occurrence of life especially microbial life on Earth has increased enormously in the last decades Archaea bacteria and protista have been found living in many newly discovered extremely hostile habitats which were regarded up to now as too harsh to harbor life Whereas many newly discovered extremophile species are specialized to cope with one extreme environmental parameter like high or low temperature high or low pH high salt concentration desiccation high flux of ionizing or non-ionizing radiation there are also long-known dormant stages of certain bacteria such as the Bacillus endospores that are capable to withstand most of the environmental parameters on the surface of Mars like low,"['Rettberg, P.', 'Rabbow, E.', 'Panitz, C.', 'Horneck, G.', 'Reitz, G.']",,36th COSPAR Scientific Assembly,2006-00-00,['The response of Bacillus subtilis to simulated Martian conditions and to the space environment'],2006,0,implicit,"Rettberg, P."
2023EGUGA..2516586F,"Early Mars most likely had a diversity of environments in terms of pH, redox conditions, temperature, geochemistry, and mineralogy. Field research in terrestrial analog environments contribute to understand the habitability of this diversity of environments on Mars in the past, because terrestrial analogues are places on Earth characterized by environmental, mineralogical, geomorphological, or geochemical conditions similar to those observed on present or past Mars. So far, analogs have been referred to terrestrial locations closely similar to any of the geochemical environments that have been inferred on Mars, i.e., they are ""place-analogs"" that represent snapshots in time: one specific environmental condition at a very specific place and a very specific time. Because of this, each individual field analog site cannot be considered an adequate representation of the changing martian environmental conditions through time. Here we introduce the concept of ""astrobiological time-analog"", referred to terrestrial analogs that may help understand environmental transitions and the related possible ecological successions on early Mars. As Mars lost most of its surface water at the end of the Hesperian, this wet-to-dry global transition can be considered the major environmental perturbation in the geological history of Mars, and therefore merits to be the first one to be assigned a ""time-analog"" for its better understanding and characterization. At the end of the Hesperian, several paleolakes on Mars were characterized by episodic inundation by shallow surface waters with varying salinity, evaporation, and full desiccation repeatedly over time, until the final disappearance of most surface water after the wet-to-dry transition. We show here that similar conditions can be tested through time in the terrestrial analog Tirez lagoon. Tirez was a small and seasonal endorheic athalassohaline lagoon that was located in central Spain. In recent years, the lagoon has totally dried out, offering for the first time the opportunity to analyze its desiccation process as a ""time-analog"" to similar events occurred during the wet-to-dry transition on early Mars. To do so, here we describe (i) the microbial ecology of Tirez when the lagoon was still active 20 years ago, with prokaryotes adapted to extreme saline conditions; (ii) the composition of the microbial community in the dried lake sediments today, in many case groups that thrive in sediments of extreme environments; and (iii) the molecular and isotopic analysis of the lipid biomarkers that can be recovered from the sediments today. We conclude that Tirez was habitable for a wide range of prokaryotes before and after its complete desiccation, in spite of the repeated seasonal dryness; and our results may inform about research strategies to search for possible biomarkers in Mars after all the water was lost. Our 25 yearlong analyses of the ecological transitions in the Tirez lagoon represent the first terrestrial astrobiological ""time-analog"" for desiccating saline lakes on early Mars","['Fairén, Alberto G.', 'Rodriguez, Nuria', 'Sanchez-Garcia, Laura', 'Uceda, Esther', 'Carrizo, Daniel', 'Rojas, Patricia', 'Amils, Ricardo', 'Sanz, Jose Luis']",10.5194/egusphere-egu23-16586,EGU General Assembly Conference Abstracts,2023-05-00,"['Introducing the concept of ""astrobiological time-analogs"": Ecological successions throughout the desiccation of hypersaline lagoons on Earth and the wet-to-dry transition on early Mars']",2023,0,implicit,"Fairén, Alberto G."
2014exo..prop..106O,"Microbial life on Earth is pervasive, inhabiting even the most extreme surface environments and extending deep into the subsurface. Because of the limited impact of any individual microbe, much of what is known about microbial activity in the environment has been inferred from chemical changes, phylogenetic similarity to lab organisms, or proxy records. It is now firmly established that microbial processes drive many geochemical cycles on Earth, but little is known about the activity and impact of the deep subsurface biosphere on these processes. A number of approaches have been used to investigate the subsurface biosphere including chemical profiling, DNA and RNA sequencing, and, in a limited number of settings, lipid biomarkers. Lipids are ubiquitous in biology, deriving from the cellular membrane, and have the potential to be preserved for billions of years in sedimentary environments. Lipid biomarkers are used as proxy records for the presence and activity of particular microbes, and have yielded rich records of microbial activity in modern and ancient environments. For this reason, the search for life beyond the Earth includes the search for extraterrestrial lipid biomarkers. However, biomarker proxies require calibration to the environment of interest, and thus we must first ask what sort of biomarker patterns (both structural and isotopic) might be expected in the Martian or Europan subsurface. Characterization of the biomarker profiles of in situ microbes from the terrestrial subsurface (an analog environment to extraterrestrial targets) will significantly advance the application of these powerful tools. In this proposal we present a plan for detailed investigation of the lipid biomarkers present in the deep continental subsurface. A single lipid contains multiple layers of information useful for biogeochemical interpretation, including the polar head group (for living microbes), the structure of the hydrocarbon skeleton (both living and fossil), and the isotopic composition of the hydrocarbon core (both living and fossil). We will analyze all three of these components from a range of terrestrial locations with the aim of identifying signatures common to the subsurface. Furthermore, we will apply the same methods to isolated subsurface organisms to 1) advance understanding of the biological controls in biomarkers patterns and 2) serve as calibration points for our environmental investigations. A unique partnership between this proposal and the NAI Life Underground will provide access to samples, geochemical data, molecular data, and isolated subsurface organisms well beyond what would be possible alone. The methodology used in this study is established in the community and available in the laboratories of the principle investigator and collaborators. Measurements of intact polar lipids will be made by via high-pressure liquid chromatography coupled to tandem mass spectrometry. Measurements of core lipids for structural and isotopic composition will be preformed using gas chromatography coupled to mass spectrometry in the laboratory of PI Osburn. This proposal will directly advance goals of the NASA astrobiology roadmap (NAR) and ROSES 2014 Exobiology NRA. Characterizing the biomarker fingerprint of the deep subsurface biosphere is a critical first step towards understanding signatures from extraterrestrial targets, directly related to NAR Goal 7, Determine how to recognize signatures of life on other worlds and on early Earth. Furthermore, the NRA research emphasis, Biosignatures and Life Elsewhere specifically solicits for biosignature studies of analog environments, in this case, the deep continental subsurface. In addition, the environmental extremes present in the deep subsurface are drivers of adaptation and evolution thus study of these systems directly addresses NAR Goal 5, Objective 5.3 ─ Biochemical adaptation to extreme environments and NRA research emphasis, Early Evolution of Life and the Biosphere.","['Osburn, Magdalena']",,NASA Proposal ID. 14-EXO14_2-0106,2014-00-00,['Lipid Biomarkers of the Deep Subsurface Biosphere'],2014,0,implicit,"Osburn, Magdalena"
2025epsc.conf.1779K,"The Tumbleweed Mission proposes a cost−effective swarm of over 90 wind−driven spheroidal rovers to acquire extensive spatio−temporal datasets across the Martian surface [1]. Built from modular, mass−producible components and off−the−shelf parts, these 5-meter-major-diameter box−kite rovers leverage wind for locomotion, reducing mission cost and complexity. Our previous simulations indicate that a randomly deployed swarm could average more than 400 km of travel per individual rover within 100 sols, despite individual unit losses due to terrain obstacles or system faults [2]. Thus, this mission will significantly enhance our understanding of Mars, facilitating future human exploration and settlement. Figure 1 - Proposed Mission Architecture: mid-air deployment (1), landing (2), rolling towards the equator (3) and stationary phase (4).Given the unconventional mission architecture (figure 1) and unprecedented capabilities of the platform, the Tumbleweed rover embodies a technology−driven paradigm for in situ exploration, decoupling sensor development from predefined science objectives. In order to quantify and maximize the anticipated science return of the mission, we have implemented an optimization framework balancing scientific utility per instrument against SWaP (Size, Weight, and Power) constraints. Through this payload pre-selection framework, we have identified a high−TRL instrument suite [3], comprising of atmospheric sensors (pressure, temperature, relative humidity, electric field, dust), a triaxial fluxgate magnetometer, a hand−lens imager, a multispectral stereoscopic camera, radiation and neutron spectrometers, and a soil permittivity sensor.Exploring the synergies amongst our pre-selected list of instruments, we arrived at the opportunity to use multispectral cameras, radiation and neutron spectrometers, and a triaxial fluxgate magnetometer to characterise Martian Habitability across the traversed paths of individual rovers.Herein, Martian Habitability not only refers to scouting before the first human footsteps on Mars [4] but also to studying the Martian radiation environment [5] as well as its impact on potential biosignatures [6]. As such, we define areas of interest for the assessment of present-day Martian Habitability as the intersection of (a) low radiation exposure, (b) local availability of water/H−bearing materials, and (c) magnetospheric shielding. These areas could constitute niches conducive for preservation of potential biosignatures. Current knowledge gaps relate to:Spatio-temporal variation characteristics of ionizing radiation and its interaction with the atmosphere, regolith, and local magnetic fields; Abundance of carbon, water equivalent hydrogen (WEH), and other biologically important (CHNOPS) elements near the surface; Existence of discrete mini-magnetospheres capable of locally modulating the radiation environment by measurably deflecting incoming charged particles; Characterisation of environmental and topographical hazards. All these knowledge gaps can be probed by a synergistic suite of instruments on-board a multi−rover swarm of Tumbleweeds. For example, the neutron spectrometer shall continuously measure both fast and epithermal neutrons produced when Galactic Cosmic Rays (GCRs) and Solar Energetic Particles (SEPs) interact with the regolith, enabling high−resolution WEH mapping along each rover's path [7]. Neutron measurements will be complemented by continuous measurements of soil permittivity using patch electrodes-based sensors [8]. Meanwhile, the fluxgate magnetometer shall record vector magnetic fields at every stop and during locomotion, detecting localized magnetic anomalies that can act as mini−magnetospheres [9].Moreover, the multispectral stereoscopic camera will play a crucial role in hazard assessment and geological reconnaissance. By capturing high−resolution stereo pairs across visible and near−infrared bands, the camera shall generate digital elevation models to identify slopes, rock hazards, and dust−accumulation zones—vital data for planning and selecting human landing sites. Spectral indices derived from the same imagery shall reveal mineralogical variations (iron−oxide, clay, and sulfate signatures) that trace aqueous alteration processes, pinpointing locations where past water activity may have created habitable niches.Fusing neutron spectrometer data with magnetic−field measurements, we will generate spatio−temporal maps of radiation dose rates, hydrogen content, and magnetic shielding strength. These integrated datasets pinpoint radiation ""cold spots"" co−located with elevated WEH—locations where mini−magnetospheric shielding and subsurface hydrogen may coincide. Such sites are prime candidates for astrobiological investigations and future human landing zones, offering potential water reservoirs and enhanced natural protection from ionizing particles.Deployed as a distributed swarm, each Tumbleweed rover will continuously sample radiation flux, hydrogen abundance, magnetic anomalies, topography, and surface composition over hundreds of kilometers, collectively generating habitability maps that bridge the gap between orbital surveys and point measurements. This multi−dimensional dataset will not only resolve small−scale heterogeneities in Martian environmental conditions but also guide the selection of optimal sites for both astrobiological investigations and future human exploration.Figure 2 - Pink Lady in the Negev Desert, credit to OEWF/AMADEE20.Presently, development of scientific use-cases requires proof of feasibility on the Tumbleweed rover and simultaneously of individual instruments aboard it. Although several prototypes have been developed to some success (figure 2) [10], the ability of the Tumbleweed Rovers to produce environmental data both statically and dynamically must be proven - specifically on extreme environments and in Martian analogous experimental set ups.Figure 3 - First iteration of the Science Testbed under development in the Delft (Netherlands) workshop.We have recently developed a reusable platform that enables the proposed suite of instruments to be tested: the ""Tumbleweed Science Testbed"" (figure 3) [11]. This is a sub-scale rover prototype with a major diameter of 2.7 meters, equipped with a 1U cuboid payload bay which provides modular interfaces to a variety of COTS and bespoke payloads. In addition to the payload bay, modestly sized sensors can also be incorporated on the structure, providing opportunities for contact-based measurements and vertical profiling relevant for atmospheric sciences.The next phase in our technological development roadmap involves testing an iteration of the Tumbleweed Science Testbed in a 'dirty' wind tunnel able to reproduce the conditions found at the surface of Mars. Under this controlled environment, we aim to characterize the rolling dynamics, wind and dust interaction, and locomotion of the rover extensively. These developments are envisioned to raise the Technology Readiness Level (TRL) of our platform towards levels 5 to 6. Additionally, planning for field trials in deserts and in polar environments is currently underway.[1] - https://doi.org/10.5194/egusphere-egu24-20149[2] - Renoldner, 2023.[3] - https://doi.org/10.5194/epsc2024-1103[4] - https://doi.org/10.5194/epsc2024-790[5] - https://doi.org/10.5194/egusphere-egu25-19534[6] - Shanbhag, 2023.[7] - https://doi.org/10.1016/j.icarus.2021.114805.[8] - Gscheidle, 2024.[9] - Maxwell, 2023.[10] - Rothenbuchner, 2022.[11] - https://doi.org/10.5194/egusphere-egu25-18773","['Kingsnorth, James', 'de Pinto Balsemão, Mário', 'Shanbhag, Abhimanyu', 'Pikulić, Luka', 'Moisuc, Cristina', 'Bounova, Gergana', 'Peterson, Morgan', 'Rothenbuchner, Julian']",10.5194/epsc-dps2025-1779,EPSC-DPS Joint Meeting 2025,2025-09-00,"['A Swarm of Wind-Driven Tumbleweed Rovers for in-situ Mapping of Radiation, Water−Equivalent Hydrogen and Magnetic Fields on Mars']",2025,0,implicit,"Kingsnorth, James"
