bibcode,abstract,author,doi,pub,title,year,citation_count,source
2012FEBSL.586.2939A,"The Atacama Desert, located in northern Chile, is the driest and oldest Desert on Earth. Research aimed at the understanding of this unique habitat and its diverse microbial ecosystems begun only a few decades ago, mainly driven by NASA's astrobiology program. A milestone in these efforts was a paper published in 2003, when the Atacama was shown to be a proper model of Mars. From then on, studies have been focused to examine every possible niche suitable for microbial life in this extreme environment. Habitats as different as the underside of quartz rocks, fumaroles at the Andes Mountains, the inside of halite evaporates and caves of the Coastal Range, among others, have shown that life has found ingenious ways to adapt to extreme conditions such as low water availability, high salt concentration and intense UV radiation.","['Azua-Bustos, Armando', 'Urrejola, Catalina', 'Vicuña, Rafael']",['10.1016/j.febslet.2012.07.025'],FEBS Letters,['Life at the dry edge: Microorganisms of the Atacama Desert'],2012,67,ref_of_2022FrASS...8..242A
2010RSPTA.368.3205V,,"['Vitek, P.', 'Edwards, H. G. M.', 'Jehlicka, J.', 'Ascaso, C.', 'de Los Rios, A.', 'Valea, S.', 'Jorge-Villar, S. E.', 'Davila, A. F.', 'Wierzchos, J.']",['10.1098/rsta.2010.0059'],Philosophical Transactions of the Royal Society of London Series A,['Microbial colonization of halite from the hyper-arid Atacama Desert studied by Raman spectroscopy'],2010,64,ref_of_2022FrASS...8..242A
2011MicEc..61..568A,"The Atacama Desert is one of the driest places on Earth, with an arid core highly adverse to the development of hypolithic cyanobacteria. Previous work has shown that when rain levels fall below ~1 mm per year, colonization of suitable quartz stones falls to virtually zero. Here, we report that along the coast in these arid regions, complex associations of cyanobacteria, archaea, and heterotrophic bacteria inhabit the undersides of translucent quartz stones. Colonization rates in these areas, which receive virtually no rain but mainly fog, are significantly higher than those reported inland in the hyperarid zone at the same latitude. Here, hypolithic colonization rates can be up to 80%, with all quartz rocks over 20 g being colonized. This finding strongly suggests that hypolithic microbial communities thriving in the seaward face of the Coastal Range can survive with fog as the main regular source of moisture. A model is advanced where the development of the hypolithic communities under quartz stones relies on a positive feedback between fog availability and the higher thermal conductivity of the quartz rocks, which results in lower daytime temperatures at the quartz─soil interface microenvironment.","['Azúa-Bustos, Armando', 'González-Silva, Carlos', 'Mancilla, Rodrigo A.', 'Salas, Loreto', 'Gómez-Silva, Benito', 'McKay, Christopher P.', 'Vicuña, Rafael']",['10.1007/s00248-010-9784-5'],Microbial Ecology,['Hypolithic Cyanobacteria Supported Mainly by Fog in the Coastal Range of the Atacama Desert'],2011,62,ref_of_2022FrASS...8..242A
2005P&SS...53.1376Q,"We have performed field experiments to further develop and validate the Mars Oxidation Instrument (MOI) as well as measurement strategies for the in situ characterization of oxidation mechanisms, kinetics, and carbon cycling on Mars. Using the Atacama Desert as a test site for the current dry conditions on Mars, we characterized the chemical reactivity of surface and near-surface atmosphere in the dry core of the Atacama. MOI is a chemiresistor-based sensor array that measures the reaction rates of chemical films that are sensitive to particular types of oxidants or that mimic chemical characteristics of pre-biotic and biotic materials. With these sensors, the chemical reactivity of a planetary environment is characterized by monitoring the resistance of the film as a function of time. Our instrumental approach correlates reaction rates with dust abundance, UV flux, humidity, and temperature, allowing discrimination between competing hypotheses of oxidant formation and organic decomposition. The sensor responses in the Atacama are consistent with an oxidative attack by strong acids triggered by dust accumulation, followed by transient wetting due to an increase in relative humidity during the night. We conclude that in the Atacama Desert, and perhaps on Mars, low pH resulting from acid accumulation, combined with limited water availability and high oxidation potential, can result in oxidizing acid reactions on dust and soil surfaces during low-moisture transient wetting events (i.e. thin films of water). These soil acids are expected to play a significant role in the oxidizing nature of the soils, the formation of mineral surface coatings, and the chemical modification of organics in the surface material.","['Quinn, R. C.', 'Zent, A. P.', 'Grunthaner, F. J.', 'Ehrenfreund, P.', 'Taylor, C. L.', 'Garry, J. R. C.']",['10.1016/j.pss.2005.07.004'],Planetary and Space Science,['Detection and characterization of oxidizing acids in the Atacama Desert using the Mars Oxidation Instrument'],2005,47,ref_of_2022FrASS...8..242A
2021NatAs...5..524T,,"['Titus, Timothy N.', 'Wynne, J. Judson', 'Malaska, Michael J.', 'Agha-Mohammadi, Ali-akbar', 'Buhler, Peter B.', 'Alexander, E. Calvin', 'Ashley, James W.', 'Azua-Bustos, Armando', 'Boston, Penelope J.', 'Buczkowski, Debra L.', 'Chiao, Leroy', 'Cushing, Glen E.', 'DeDecker, John', 'de León, Pablo', 'Demirel-Floyd, Cansu', 'De Waele, Jo', 'Fairén, Alberto G.', 'Frumkin, Amos', 'Harris, Gary L.', 'Jones, Heather', 'Kerber, Laura H.', 'Leonard, Erin J.', 'Léveillé, Richard J.', 'Manyapu, Kavya', 'Massironi, Matteo', 'Miller, Ana Z.', 'Mylroie, John E.', 'Onac, Bogdan P.', 'Parazynski, Scott', 'Phillips, Cynthia B.', 'Phillips-Lander, Charity M.', 'Prettyman, Thomas H.', 'Sapers, Haley M.', 'Sauro, Francesco', 'Schorghofer, Norbert', 'Schulze-Makuch, Dirk', 'Scully, Jennifer E.', 'Uckert, Kyle', 'Wagner, Robert V.', 'Whittaker, William L.', 'Williams, Kaj E.', 'Wong, Uland Y.']",['10.1038/s41550-021-01385-1'],Nature Astronomy,['A roadmap for planetary caves science and exploration'],2021,35,ref_of_2022FrASS...8..242A
2012AsBio..12.1095V,,"['Vítek, Petr', 'Jehlička, Jan', 'Edwards, Howell G. M.', 'Hutchinson, Ian', 'Ascaso, Carmen', 'Wierzchos, Jacek']",['10.1089/ast.2012.0879'],Astrobiology,['The Miniaturized Raman System and Detection of Traces of Life in Halite from the Atacama Desert: Some Considerations for the Search for Life Signatures on Mars'],2012,48,ref_of_2022FrASS...8..242A
1979JMolE..14..167L,,"['Levin, G. V.', 'Straat, P. A.']",['10.1007/BF01732376'],Journal of Molecular Evolution,['Completion of the Viking Labeled Release Experiment on Mars'],1979,41,ref_of_2022FrASS...8..242A
2018NatSR...816706A,"The hyperarid core of the Atacama Desert, the driest and oldest desert on Earth, has experienced a number of highly unusual rain events over the past three years, resulting in the formation of previously unrecorded hypersaline lagoons, which have lasted several months. We have systematically analyzed the evolution of the lagoons to provide quantitative field constraints of large-scale impacts of the rains on the local microbial communities. Here we show that the sudden and massive input of water in regions that have remained hyperarid for millions of years is harmful for most of the surface soil microbial species, which are exquisitely adapted to survive with meager amounts of liquid water, and quickly perish from osmotic shock when water becomes suddenly abundant. We found that only a handful of bacteria, remarkably a newly identified species of Halomonas, remain metabolically active and are still able to reproduce in the lagoons, while no archaea or eukaryotes were identified. Our results show that the already low microbial biodiversity of extreme arid regions greatly diminishes when water is supplied quickly and in great volumes. We conclude placing our findings in the context of the astrobiological exploration of Mars, a hyperarid planet that experienced catastrophic floodings in ancient times.","['Azua-Bustos, A.', 'Fairén, A. G.', 'González-Silva, C.', 'Ascaso, C.', 'Carrizo, D.', 'Fernández-Martínez, M. Á.', 'Fernández-Sampedro, M.', 'García-Descalzo, L.', 'García-Villadangos, M.', 'Martin-Redondo, M. P.', 'Sánchez-García, L.', 'Wierzchos, J.', 'Parro, V.']",['10.1038/s41598-018-35051-w'],Scientific Reports,['Unprecedented rains decimate surface microbial communities in the hyperarid core of the Atacama Desert'],2018,46,ref_of_2022FrASS...8..242A
2015EnvMR...7..388A,"SummaryThe Atacama Desert is the driest and oldest desert on Earth. Eleven years ago, the Yungay region was established as the driest site of this hyperarid desert and also close to the dry limit for life on Earth. Since then, much has been published about the extraordinary characteristics of this site and its pertinence as a Mars analogue model. However, as a result of a more systematic search in the Atacama here, we describe a new site, María Elena South (MES), which is much drier than Yungay. The mean atmospheric relative humidity (RH) at MES was 17.3%, with the RH of its soils remaining at a constant 14% at the depth of 1 m, a value that matches the lowest RH measurements taken by the Mars Science Laboratory at Gale Crater. Remarkably, we found a number of viable bacterial species in the soil profile at MES using a combination of molecular dependent and independent methods, unveiling the presence of life in the driest place on the Atacama Desert reported to date.","['Azua-Bustos, Armando', 'Caro-Lara, Luis', 'Vicuña, Rafael']",['10.1111/1758-2229.12261'],Environmental Microbiology Reports,"['Discovery and microbial content of the driest site of the hyperarid Atacama Desert, Chile']",2015,48,ref_of_2022FrASS...8..242A
2017OrGeo.103...97W,"Our understanding of long-term organic matter preservation comes mostly from studies in aquatic systems. In contrast, taphonomic processes in extremely dry environments are relatively understudied and are poorly understood. We investigated the accumulation and preservation of lipid biomarkers in hyperarid soils in the Yungay region of the Atacama Desert. Lipids from seven soil horizons in a 2.5 m vertical profile were extracted and analyzed using GC-MS and LC-MS. Diagnostic functionalized lipids and geolipids were detected and increased in abundance and diversity with depth. Deeper clay units contain fossil organic matter (radiocarbon dead) that has been protected from rainwater since the onset of hyperaridity. We show that these clay units contain lipids in an excellent state of structural preservation with functional groups and unsaturated bonds in carbon chains. This indicates that minimal degradation of lipids has occurred in these soils since the time of their deposition between &gt; 40,000 and 2 million years ago. The exceptional structural preservation of biomarkers is likely due to the long-term hyperaridity that has minimized microbial and enzymatic activity, a taphonomic process we term xeropreservation (i.e., preservation by drying). The degree of biomarker preservation allowed us to reconstruct major changes in ecology in the Yungay region that reflect a shift in hydrological regime from wet to dry since the early Quaternary. Our results suggest that hyperarid environments, which comprise 7.5% of the continental landmass, could represent a rich and relatively unexplored source of paleobiological information on Earth.","['Wilhelm, Mary Beth', 'Davila, Alfonso F.', 'Eigenbrode, Jennifer L.', 'Parenteau, Mary N.', 'Jahnke, Linda L.', 'Liu, Xiao-Lei', 'Summons, Roger E.', 'Wray, James J.', 'Stamos, Brian N.', ""O'Reilly, Shane S."", 'Williams, Amy']",['10.1016/j.orggeochem.2016.10.015'],Organic Geochemistry,['Xeropreservation of functionalized lipid biomarkers in hyperarid soils in the Atacama Desert'],2017,49,ref_of_2022FrASS...8..242A
2007GBioC..21.3009E,"In most climates on Earth, biological processes control soil N. In the Atacama Desert of Chile, aridity severely limits biology, and soils accumulate atmospheric NO<SUB>3</SUB><SUP>-</SUP>. We examined this apparent transformation of the soil N cycle using a series of ancient Atacama Desert soils (&gt;2 My) that vary in rainfall (21 to &lt;2 mm yr<SUP>-1</SUP>). With decreasing rainfall, soil organic C decreases to 0.3 kg C m<SUP>-2</SUP> and biological activity becomes minimal, while soil NO<SUB>3</SUB><SUP>-</SUP> and organic N increase to 4 kg N m<SUP>-2</SUP> and 1.4 kg N m<SUP>-2</SUP>, respectively. Atmospheric NO<SUB>3</SUB><SUP>-</SUP> (∆<SUP>17</SUP>O = 23.0‰) increases from 39% to 80% of total soil NO<SUB>3</SUB><SUP>-</SUP> as rainfall decreases. These soils capture the transition from a steady state, biologically mediated soil N cycle to a dominantly abiotic, transient state of slowly accumulating atmospheric N. This transition suggests that oxidized soil N may be present in an even more arid and abiotic environment: Mars.","['Ewing, Stephanie A.', 'Michalski, Greg', 'Thiemens, Mark', 'Quinn, Richard C.', 'Macalady, Jennifer L.', 'Kohl, Steven', 'Wankel, Scott D.', 'Kendall, Carol', 'McKay, Christopher P.', 'Amundson, Ronald']",['10.1029/2006GB002838'],Global Biogeochemical Cycles,['Rainfall limit of the N cycle on Earth'],2007,46,ref_of_2022FrASS...8..242A
2010P&SS...58..616D,"A key question in understanding life on Mars under dry(ing) conditions is how arid soils respond to small levels of liquid water. We have conducted a series of simulated rain experiments in the hyperarid core region of the Atacama Desert. Rain amounts from 0.24 to 3.55 mm were applied in the early evening to the soil. We conclude that rain events of less than 1 mm do not saturate the surface, and the soil humidity at the surface remains below 100%. Rain events of 2 mm or more generate free water in the pore space of the soil surface, which may be necessary to support biological activity in the soil. The crust on the surface of the soil is a strong barrier to the diffusion of subsurface moisture and subsequent evaporation. Our results show that once the relative humidity in hyperarid soils begins to fall below 100% the rate of decrease is quite rapid. Thus, the precise value assumed for the limits of life or water activity, do not appreciably change the time of water availability resulting from small desert rains. The Atacama Desert results may be applied to models of (H <SUB>2</SUB>O) wetting in the upper soils of Mars due to light rains, melting snow and heavy precipitating fog.","['Davis, Wanda L.', 'de Pater, Imke', 'McKay, Christopher P.']",['10.1016/j.pss.2009.08.011'],Planetary and Space Science,"['Rain infiltration and crust formation in the extreme arid zone of the Atacama Desert, Chile']",2010,41,ref_of_2022FrASS...8..242A
2002E&PSL.194..369S,"Widespread clockwise rotations in Mesozoic and Lower Tertiary rocks of northern Chile have been interpreted as the sum of two rotational events separated in time: an early rotation related to local deformation plus a late rotation related to wholesale rotation of northern Chile linked to Late Cenozoic oroclinal bending in the Central Andes. In this paper we report new paleomagnetic data from Cretaceous, upper Oligocene and Miocene sedimentary rocks in the Precordillera of northern Chile. The results suggest that all these rocks acquired their remanence at or close to the time of deposition. The lack of rotation in undeformed lower Miocene strata clearly indicates that clockwise rotations found in underlying, faulted and folded Cretaceous rocks were completed before the Late Cenozoic. Results from nearby localities in deformed upper Oligocene strata would argue for little (∼5°) rotation since the late Oligocene. Data from widely separated Miocene localities covering an area of about 5000 km <SUP>2</SUP> in the Calama basin strongly suggest that northern Chile did not undergo significant wholesale rotation during the Late Cenozoic. This, together with previous paleomagnetic evidence against Neogene rigid-body-like rotation of the southern Peruvian forearc, suggests that the curved shape of the Central Andean forearc was not significantly enhanced during the Late Cenozoic. By inference, all of the rotation in most Mesozoic and Lower Tertiary rocks of northern Chile was accomplished in the Cretaceous and/or Early Cenozoic, when the locus of deformation in the Central Andes was localized in the present forearc region.","['Somoza, Rubén', 'Tomlinson, Andrew']",['10.1016/S0012-821X(01)00548-9'],Earth and Planetary Science Letters,"[""Paleomagnetism in the Precordillera of northern Chile (22°30'S): implications for the history of tectonic rotations in the Central Andes""]",2002,35,ref_of_2022FrASS...8..242A
2012BGeo....9.2275W,"The hyperarid core of the Atacama Desert, Chile, is possibly the driest and most life-limited place on Earth, yet endolithic microorganisms thrive inside halite pinnacles that are part of ancient salt flats. The existence of this microbial community in an environment that excludes any other life forms suggests biological adaptation to high salinity and desiccation stress, and indicates an alternative source of water for life other than rainfall, fog or dew. Here, we show that halite endoliths obtain liquid water through spontaneous capillary condensation at relative humidity (RH) much lower than the deliquescence RH of NaCl. We describe how this condensation could occur inside nano-pores smaller than 100 nm, in a newly characterized halite phase that is intimately associated with the endolithic aggregates. This nano-porous phase helps retain liquid water for long periods of time by preventing its evaporation even in conditions of utmost dryness. Our results explain how life has colonized and adapted to one of the most extreme environments on our planet, expanding the water activity envelope for life on Earth, and broadening the spectrum of possible habitats for life beyond our planet.","['Wierzchos, J.', 'Davila, A. F.', 'Sánchez-Almazo, I. M.', 'Hajnos, M.', 'Swieboda, R.', 'Ascaso, C.']","['10.5194/bg-9-2275-2012', '10.5194/bgd-9-3071-2012']",Biogeosciences,['Novel water source for endolithic life in the hyperarid core of the Atacama Desert'],2012,34,ref_of_2022FrASS...8..242A
2008JPPB...90...79C,"Experiments were conducted during November 2003 in the dry core of the Atacama Desert, Yungay, Chile to test the hypothesis that UV radiation, in environments where liquid water is not available, and thus enzymatic repair of UV-induced damage is inhibited, can prevent epilithic colonization. Novel dosimeters made from the cryptoendolithic, desiccation and radiation-resistant cyanobacterium Chroococcidiopsis sp. isolated from the dry Negev desert, Israel, showed that monolayers of this organism were killed within one day. The diurnal profile of microbial loss of viability was investigated with dosimeters of Bacillus subtilis, which similarly showed cell death within one day. Soil grains obtained from south of Yungay where liquid water is more abundant and transported to the hyperarid core showed killing of indigenous vegetative organisms within one day. Gypsum and mineral grain coverings of 1 mm were sufficient to prevent measurable UV-induced damage of Chroococcidiopsis and B. subtilis after 8 d exposure. These results show that under extreme desiccation and an ambient UV flux the surface of rocks can potentially be rendered sterile, but that millimetre thick mineral coverings can protect organisms from UV-induced killing, consistent with the observed patterns of lithophytic colonization in the Atacama Desert. These data further show that UV radiation can be an important limiting factor in surface biological rock weathering in arid regions.","['Cockell, Charles S.', 'McKay, Christopher P.', 'Warren-Rhodes, Kim', 'Horneck, Gerda']",['10.1016/j.jphotobiol.2007.11.009'],Journal of Photochemistry and Photobiology B: Biology,['Ultraviolet radiation-induced limitation to epilithic microbial growth in arid deserts ─ Dosimetric experiments in the hyperarid core of the Atacama Desert'],2008,34,ref_of_2022FrASS...8..242A
2008E&PSL.272..240W,"The purpose of this study is to (1) demonstrate the viability of detecting terrestrial caves at thermal-infrared wavelengths, (2) improve our understanding of terrestrial cave thermal behavior, (3) identify times of day when cave openings have the maximum thermal contrast with the surrounding surface regolith, and (4) further our understanding of how to detect caves on Earth, the Moon and Mars. We monitored the thermal behavior of two caves in the Atacama Desert of northern Chile. Through this work, we identified times when temperature contrasts between entrance and surface were greatest, thus enabling us to suggest optimal overflight times. The largest thermal contrast for both caves occurred during mid-day. One cave demonstrated thermal behavior at the entrance suggestive of cold-trapping, while the second cave demonstrated temperature shifts suggestive of airflow. We also collected thermograms without knowing optimal detection times; these images suggest both caves may also be detectable during off-peak times. We suggest cave detection using thermal remote sensing on Earth and other planetary objects will be limited by (1) capturing imagery in the appropriate thermal wavelength, (2) the size of cave entrance vs. the sensor's spatial resolution, (3) the viewing angle of the platform in relation to the slope trajectory of the cave entrance, (4) the strength of the thermal signal associated with the cave entrance, and (5) the time of day and season of thermal image capture. Through this and other studies, we will begin to identify the range of conditions under which caves are detectable in the thermal infrared and thus improve our detection capabilities of these features on Earth, the Moon and Mars.","['Wynne, J. Judson', 'Titus, Timothy N.', 'Chong Diaz, Guillermo']",['10.1016/j.epsl.2008.04.037'],Earth and Planetary Science Letters,"['On developing thermal cave detection techniques for earth, the moon and mars']",2008,36,ref_of_2022FrASS...8..242A
2014MicEc..68..483R,"The Central Andes in northern Chile contains a large number of closed basins whose central depression is occupied by saline lakes and salt crusts (salars). One of these basins is Salar de Llamara (850 m a.s.l.), where large domed structures of seemingly evaporitic origin forming domes can be found. In this work, we performed a detailed microbial characterization of these domes. Mineralogical studies revealed gypsum (CaSO<SUB>4</SUB>) as a major component. Microbial communities associated to these structures were analysed by 454 16S rDNA amplicon sequencing and compared between winter and summer seasons. Bacteroidetes Proteobacteria and Planctomycetes remained as the main phylogenetic groups, an increased diversity was found in winter. Comparison of the upper air-exposed part and the lower water-submerged part of the domes in both seasons showed little variation in the upper zone, showing a predominance of Chromatiales (Gammaproteobacteria), Rhodospirillales (Alphaproteobacteria), and Sphingobacteriales (Bacteroidetes). However, the submerged part showed marked differences between seasons, being dominated by Proteobacteria (Alpha and Gamma) and Verrucomicrobia in summer, but with more diverse phyla found in winter. Even though not abundant by sequence, Cyanobacteria were visually identified by scanning electron microscopy (SEM), which also revealed the presence of diatoms. Photosynthetic pigments were detected by high-performance liquid chromatography, being more diverse on the upper photosynthetic layer. Finally, the system was compared with other endoevaporite, mats microbialite and Stromatolites microbial ecosystems, showing higher similitude with evaporitic ecosystems from Atacama and Guerrero Negro. This environment is of special interest for extremophile studies because microbial life develops associated to minerals in the driest desert all over the world. Nevertheless, it is endangered by mining activity associated to copper and lithium extraction; thus, its environmental protection preservation is strongly encouraged.","['Rasuk, Maria Cecilia', 'Kurth, Daniel', 'Flores, Maria Regina', 'Contreras, Manuel', 'Novoa, Fernando', 'Poire, Daniel', 'Farias, Maria Eugenia']",['10.1007/s00248-014-0431-4'],Microbial Ecology,['Microbial Characterization of Microbial Ecosystems Associated to Evaporites Domes of Gypsum in Salar de Llamara in Atacama Desert'],2014,36,ref_of_2022FrASS...8..242A
2019NatSR...911024A,"Here we inspect whether microbial life may disperse using dust transported by wind in the Atacama Desert in northern Chile, a well-known Mars analog model. By setting a simple experiment across the hyperarid core of the Atacama we found that a number of viable bacteria and fungi are in fact able to traverse the driest and most UV irradiated desert on Earth unscathed using wind-transported dust, particularly in the later afternoon hours. This finding suggests that microbial life on Mars, extant or past, may have similarly benefited from aeolian transport to move across the planet and find suitable habitats to thrive and evolve.","['Azua-Bustos, Armando', 'González-Silva, Carlos', 'Fernández-Martínez, Miguel Ángel', 'Arenas-Fajardo, Cristián', 'Fonseca, Ricardo', 'Martín-Torres, F. Javier', 'Fernández-Sampedro, Maite', 'Fairén, Alberto G.', 'Zorzano, María-Paz']",['10.1038/s41598-019-47394-z'],Scientific Reports,"['Aeolian transport of viable microbial life across the Atacama Desert, Chile: Implications for Mars']",2019,33,ref_of_2022FrASS...8..242A
2013IJAsB..12..314A,"Finding life in the Universe entirely different to the one evolved on Earth is probable. This is a significant constraint for life-detecting instruments that were sent and may be sent elsewhere in the solar system, as how could we detect life as `we don't know it'? How could we detect something when we have no prior knowledge of its composition or how it looks like? Here we argue that disregarding the type of lifeform that could be envisioned, all must share in common the attribute of being entities that decrease their internal entropy at the expense of free energy obtained from its surroundings. As entropy quantifies the degree of disorder in a system, any envisioned lifeform must have a higher degree of order than its supporting environment. Here, we show that by using fractal mathematics analysis alone, one can readily quantify the degree of entropy difference (and thus, their structural complexity) of living processes (lichen growths and plant growing patterns in this case) as distinct entities separate from its similar abiotic surroundings. This approach may allow possible detection of unknown forms of life based on nothing more than entropy differentials of complementary datasets. Future explorations in the solar system, like Mars or Titan, may incorporate this concept in their mission planning in order to detect potential endemic lifeforms.","['Azua-Bustos, Armando', 'Vega-Martínez, Cristian']",['10.1017/S1473550413000177'],International Journal of Astrobiology,"[""The potential for detecting `life as we don't know it' by fractal complexity analysis""]",2013,13,ref_of_2022FrASS...8..242A
2015E&PSL.420..127A,"Small amounts of unidentified organic compounds have only recently been inferred on Mars despite strong reasons to expect significant concentrations and decades of searching. Based on X-ray diffraction and reflectance spectroscopic analyses we show that solid oxalic acid and its most common mineral salts are stable under the pressure and ultraviolet irradiation environment of the surface of Mars, and could represent a heretofore largely overlooked reservoir of organic carbon in the martian near-surface. In addition to the delivery to Mars by carbonaceous chondrites, oxalate minerals are among the predicted breakdown products of meteoritic organic matter delivered to the martian surface, as well as any endogenic organic carbon reaching the martian surface from the interior. A reinterpretation of pyrolysis experiments from the Viking, Phoenix, and Mars Science Laboratory missions shows that all are consistent with the presence of significant concentrations of oxalate minerals. Oxalate minerals could be important in numerous martian geochemical processes, including acting as a possible nitrogen sink (as ammonium oxalate), and contributing to the formation of “organic” carbonates, methane, and hydroxyl radicals.","['Applin, D. M.', 'Izawa, M. R. M.', 'Cloutis, E. A.', 'Goltz, D.', 'Johnson, J. R.']",['10.1016/j.epsl.2015.03.034'],Earth and Planetary Science Letters,['Oxalate minerals on Mars?'],2015,35,ref_of_2022FrASS...8..242A
2007JGRG..112.4S11S,"The Urey in situ organic compound analysis instrument, consisting of a subcritical water extractor (SCWE) and a portable microchip capillary electrophoresis instrument called the Mars Organic Analyzer (MOA), was field tested in the Atacama Desert, Chile, in June 2005. Soil samples from the most arid Yungay region were collected, biomarkers were extracted by the SCWE, and organic amine composition and amino acid chirality analysis was performed by the MOA. Samples collected from the top 1 cm of duracrust soil but shielded from the ambient environment by rocks were compared to the exposed duracrust. The shielded duracrust yielded amines and amino acids ranging from 50 to 100 ppb, while amino acid signals from the exposed duracrust were below blank levels. Samples from buried gypsum deposits located directly above a water flow channel contained amino acids ranging from 13 to 90 ppb. Chiral analysis revealed D/L ratios of 0.39 +/- 0.08 and 0.34 +/- 0.07 for alanine/serine and 0.78 +/- 0.06 for aspartic acid, indicating significant racemization of biologically produced amino acids. On the basis of the D/L ratios, we estimate sample ages ranging from 10<SUP>3</SUP> to 10<SUP>5</SUP> years. These results demonstrate the successful field testing of the Urey instrument, as well as the detection of biomarkers from past terrestrial life in one of the most arid and Mars-like regions on Earth.","['Skelley, Alison M.', 'Aubrey, Andrew D.', 'Willis, Peter A.', 'Amashukeli, Xenia', 'Ehrenfreund, Pascale', 'Bada, Jeffrey L.', 'Grunthaner, Frank J.', 'Mathies, Richard A.']",['10.1029/2006JG000329'],Journal of Geophysical Research (Biogeosciences),['Organic amine biomarker detection in the Yungay region of the Atacama Desert with the Urey instrument'],2007,31,ref_of_2022FrASS...8..242A
2004ApEnM..70.5923G,,"['Glavin, Daniel P.', 'Cleaves, H. James', 'Schubert, Michael', 'Aubrey, Andrew', 'Bada, Jeffrey L.']",['10.1128/AEM.70.10.5923-5928.2004'],Applied and Environmental Microbiology,['New Method for Estimating Bacterial Cell Abundances in Natural Samples by Use of Sublimation'],2004,30,ref_of_2022FrASS...8..242A
2019FrMic..10...69W,,"['Warren-Rhodes, Kimberley A.', 'Lee, Kevin C.', 'Archer, Stephen D. J.', 'Cabrol, Nathalie', 'Ng-Boyle, Linda', 'Wettergreen, David', 'Zacny, Kris', 'Pointing, Stephen B.']",['10.3389/fmicb.2019.00069'],Frontiers in Microbiology,['Subsurface Microbial Habitats in an Extreme Desert Mars-Analog Environment'],2019,34,ref_of_2022FrASS...8..242A
2018GeCoA.227..123S,"The Atacama Desert's hyper-aridity is closely linked to the development of world-class copper and nitrate/iodine ores and to regional tectonics and global paleoclimate changes in the Cenozoic era. The timing when the hyper-aridity commenced remains controversial, with proposed ages ranging from Late Oligocene to Pleistocene. In this study, we provide an independent constraint on the initiation of Atacama hyper-aridity utilizing a 100-m deep profile within the Atacama Gravels and underneath porphyry copper deposit in Spence, northern Chile. The overall high concentration of sulfate (up to 10 wt%) and a multimodal distribution of water soluble salt (sulfates, chlorides and nitrates) indicate multiple generations of sedimentation and salt accumulation events under semi-arid to hyper-arid climate conditions. The multiple sulfate isotope compositions (∆<SUP>17</SUP>O, δ<SUP>18</SUP>O, δ<SUP>34</SUP>S) of the upper section (-15.0 to -34.5 m) are close to those of modern hyperarid surface sulfates, while the lower section (-34.5 to -65 m) displays a depth dependent isotope trend that is best interpreted as marking a period of climate change from semi-arid to hyper-arid. When these data are combined with new chronological <SUP>40</SUP>Ar/<SUP>39</SUP>Ar dates obtained from a volcanic ash layer at depth of -28.0 m, our results show that hyper-arid condition in the Atacama Desert was prevailing at least prior to 9.47 Ma and may go back as old as the middle Miocene.","['Sun, Tao', 'Bao, Huiming', 'Reich, Martin', 'Hemming, Sidney R.']",['10.1016/j.gca.2018.02.021'],Geochimica et Cosmochimica Acta,['More than ten million years of hyper-aridity recorded in the Atacama Gravels'],2018,27,ref_of_2022FrASS...8..242A
2018AntvL.111.1301C,,"['Cordero, R. R.', 'Damiani, A.', 'Jorquera, J.', 'Sepúlveda, E.', 'Caballero, M.', 'Fernandez, S.', 'Feron, S.', 'Llanillo, P. J.', 'Carrasco, J.', 'Laroze, D.', 'Labbe, F.']",['10.1007/s10482-018-1075-z'],Antonie van Leeuwenhoek,['Ultraviolet radiation in the Atacama Desert'],2018,33,ref_of_2022FrASS...8..242A
2019AsBio..19..711M,"The detection of chlorinated hydrocarbons by Curiosity on Mars has been attributed to the presence of unidentified indigenous organic matter. Similarly, oxychlorines on Earth have been proposed to be responsible for the apparent lack of organics in the Atacama Desert. The presence of perchlorate (ClO<SUB>4</SUB><SUP>-</SUP>) poses a unique challenge to the measurement of organic matter due to the oxidizing power of oxychlorines during commonly used pyrolysis-gas chromatography-mass spectrometry (py-GC-MS) methods. Here, we show that perchlorates and other oxyanion salts inhibit the detection of organic compounds but that removing these problematic species prior to pyrolysis by using an optimal sample extraction duration and suitable ratios of water to sample mass enables analysis. We have characterized leached and unleached samples containing perchlorates from the Atacama Desert and have found that after leaching, the py-GC-MS chromatograms of the dried mineral residues show identifiable biomarkers associated with indigenous cyanobacteria. Samples which were pyrolyzed without leaching showed no detectable organic matter other than background siloxane and very weak or no trace of detectable polychlorinated benzenes. Dried sample residues remaining after leaching, the mineral matrix and water-insoluble organic matter, showed a strong organic response in all cases when analyzed by py-GC-MS. These residues are most likely the product of the pyrolysis of water-insoluble organics originally present in the samples. In addition, our results imply that previous soil analyses which contained high levels of oxyanions and concluded that organics were either not present or were present at extremely low levels should be reexamined.","['Montgomery, Wren', 'Jaramillo, Elizabeth A.', 'Royle, Samuel H.', 'Kounaves, Samuel P.', 'Schulze-Makuch, Dirk', 'Sephton, Mark A.']",['10.1089/ast.2018.1888'],Astrobiology,['Effects of Oxygen-Containing Salts on the Detection of Organic Biomarkers on Mars and in Terrestrial Analog Soils'],2019,23,ref_of_2022FrASS...8..242A
